WKT,name,description
"POLYGON ((106.725967 -6.089074, 106.703308 -6.095218, 106.685455 -6.095901, 106.686142 -6.10546, 106.693008 -6.106825, 106.6974716 -6.1110927, 106.6892318 -6.1145917, 106.6878584 -6.1231685, 106.6863132 -6.128673, 106.691635 -6.134817, 106.6877725 -6.14062, 106.6863132 -6.1477884, 106.688888 -6.16076, 106.687515 -6.173048, 106.716354 -6.184653, 106.716354 -6.192162, 106.722534 -6.190114, 106.723221 -6.204449, 106.713608 -6.22288, 106.741074 -6.22561, 106.742447 -6.233119, 106.748627 -6.237214, 106.745194 -6.246088, 106.753433 -6.251548, 106.749313 -6.27339, 106.761673 -6.27612, 106.761673 -6.285675, 106.765793 -6.291136, 106.769913 -6.30069, 106.775406 -6.301373, 106.771286 -6.310245, 106.778152 -6.318435, 106.807678 -6.315705, 106.798065 -6.334814, 106.799438 -6.341639, 106.792572 -6.349146, 106.791885 -6.364841, 106.808365 -6.364841, 106.815231 -6.355288, 106.823471 -6.3566527, 106.8356587 -6.3544341, 106.8358947 -6.352003, 106.8392207 -6.3523016, 106.8374611 -6.34761, 106.8393064 -6.3437713, 106.8356586 -6.3440273, 106.8366887 -6.3412975, 106.840637 -6.342321, 106.850937 -6.337544, 106.8523104 -6.3414678, 106.8554004 -6.3447092, 106.85437 -6.35051, 106.86055 -6.356652, 106.8651848 -6.355458, 106.868103 -6.352558, 106.873596 -6.35597, 106.872223 -6.361429, 106.880463 -6.364159, 106.883724 -6.3694478, 106.893509 -6.369618, 106.900375 -6.369618, 106.905182 -6.359382, 106.9142801 -6.3655238, 106.9162544 -6.356823, 106.915482 -6.347781, 106.918915 -6.338909, 106.9199446 -6.3314019, 106.921661 -6.317753, 106.9204598 -6.3083689, 106.9207175 -6.3019706, 106.917542 -6.299326, 106.911362 -6.296596, 106.907242 -6.27339, 106.903122 -6.262469, 106.907928 -6.259056, 106.915482 -6.253596, 106.921661 -6.247453, 106.925781 -6.254961, 106.942947 -6.252914, 106.942261 -6.237897, 106.94844 -6.223562, 106.95462 -6.22015, 106.96698 -6.206497, 106.96698 -6.195575, 106.971786 -6.184653, 106.9685253 -6.0895853, 106.9661647 -6.0930488, 106.9612079 -6.0927322, 106.9516914 -6.0958172, 106.9428133 -6.0976157, 106.9354559 -6.0959545, 106.9271424 -6.0977696, 106.9232432 -6.0997867, 106.9190006 -6.099414, 106.8768358 -6.0944441, 106.8732629 -6.1035656, 106.867099 -6.1087237, 106.8621248 -6.1102693, 106.855434 -6.1097666, 106.8561246 -6.1160913, 106.8435953 -6.1203632, 106.8300359 -6.1195143, 106.8278631 -6.11635, 106.8259477 -6.1158313, 106.8221655 -6.1155259, 106.8172246 -6.1146658, 106.8164253 -6.1197368, 106.8146483 -6.119479, 106.8137296 -6.1206721, 106.8117682 -6.1188044, 106.8124151 -6.1222632, 106.8119232 -6.1224564, 106.8112596 -6.1202601, 106.8096749 -6.1200919, 106.809206 -6.1169367, 106.808103 -6.1160504, 106.8037319 -6.0942498, 106.8029197 -6.0946577, 106.8042303 -6.1017319, 106.8023964 -6.1020686, 106.8020159 -6.0996552, 106.8010532 -6.0999421, 106.8003573 -6.0965437, 106.8001381 -6.0945031, 106.801788 -6.0916052, 106.7981498 -6.0942102, 106.7962019 -6.0938911, 106.7935543 -6.0926221, 106.7906212 -6.0936732, 106.7897125 -6.1065311, 106.7840224 -6.1078393, 106.7787312 -6.1049942, 106.7736824 -6.1016514, 106.7659652 -6.099468, 106.7636068 -6.1025813, 106.7597034 -6.1033049, 106.7545983 -6.1031325, 106.7516167 -6.1004006, 106.7498684 -6.099376, 106.745561 -6.1010827, 106.743064 -6.1012533, 106.7397087 -6.1000583, 106.725967 -6.089074))",DKI Jakarta,
