WKT,name,description
"POLYGON ((106.806091 -6.212781, 106.805104 -6.213016, 106.804525 -6.213101, 106.79841 -6.21453, 106.798281 -6.21485, 106.798281 -6.215234, 106.798281 -6.215917, 106.798345 -6.216471, 106.798367 -6.21741, 106.798388 -6.218327, 106.798302 -6.219287, 106.798281 -6.220162, 106.798367 -6.220588, 106.799053 -6.220951, 106.800212 -6.221378, 106.801757 -6.22206, 106.802486 -6.22238, 106.802959 -6.222508, 106.803366 -6.222956, 106.803946 -6.223596, 106.804504 -6.224364, 106.804761 -6.224727, 106.806971 -6.223127, 106.808259 -6.222338, 106.808795 -6.221996, 106.808302 -6.221292, 106.808237 -6.220418, 106.80828 -6.219074, 106.808344 -6.217986, 106.80828 -6.216877, 106.80828 -6.216151, 106.808323 -6.21581, 106.807336 -6.215789, 106.806821 -6.215746, 106.806392 -6.215639, 106.806177 -6.21549, 106.806134 -6.214786, 106.806177 -6.214402, 106.806327 -6.214061, 106.806327 -6.213528, 106.806263 -6.213272, 106.806091 -6.212781))",Gelora Bung Karno,
