WKT,name,description
"POLYGON ((106.88945 -6.301484, 106.889418 -6.302689, 106.890384 -6.302689, 106.890448 -6.302497, 106.890276 -6.302177, 106.890448 -6.301591, 106.89033 -6.301484, 106.88945 -6.301484))",Taman Mini Indonesia Indah,
