WKT,name,description
"POLYGON ((106.823327 -6.17167, 106.823284 -6.172608, 106.823241 -6.174912, 106.823134 -6.178006, 106.823134 -6.17967, 106.823198 -6.180118, 106.82352 -6.18031, 106.824571 -6.180374, 106.827447 -6.180288, 106.831052 -6.180182, 106.831052 -6.179798, 106.830858 -6.17935, 106.830536 -6.178987, 106.830429 -6.17871, 106.830644 -6.178454, 106.829871 -6.177686, 106.829893 -6.175808, 106.83 -6.175467, 106.830064 -6.174912, 106.830129 -6.174486, 106.83 -6.174166, 106.829871 -6.173654, 106.829464 -6.173291, 106.829013 -6.172886, 106.829185 -6.172203, 106.829163 -6.171734, 106.828949 -6.171499, 106.823734 -6.171499, 106.82352 -6.171478, 106.823327 -6.17167))",Taman Area Monas,
